"code_region","departement","hopital","nature","service","etat","autre_precisez","annee_etat","date_etat","date_fin","effectif_total","postes_vacants","site_acquereur","local_devenu","description_victoire","commentaire","destination","nature_destination","prestataire","nb_lits_fermes","transforme_en","ght","ghi","region","id","geom"
"HDF","62","HM Berck - 62","public","bloc chirurgical","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1853,"0101000020E61000001DD20643E0F5F83FBD87C58D53334940"
"HDF","62","HM Berck - 62","public","radiographie","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1852,"0101000020E61000001DD20643E0F5F83FBD87C58D53334940"
"HDF","62","HM Berck - 62","public","service de rééducation polyvalente","fermé",NULL,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture Service de Rééducation polyvalente de 45 lits en 2002",NULL,NULL,NULL,"45",NULL,NULL,NULL,"HAUTS-DE-FRANCE",1854,"0101000020E61000001DD20643E0F5F83FBD87C58D53334940"
"HDF","62","HM Berck - 62","public","soins intensifs","réduit (autre)",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1855,"0101000020E61000001DD20643E0F5F83FBD87C58D53334940"
"HDF","62","HM Berck - 62","public","laboratoire","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1851,"0101000020E61000001DD20643E0F5F83FBD87C58D53334940"
"HDF","62","Polyclinique de Riaumont Liévin - 62","privé","neurologie","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture Neurologie vers 2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1932,"0101000020E610000045BF783A04450640D392E53853354940"
"HDF","62","Polyclinique de Riaumont Liévin - 62","privé","chirurgie","transféré",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture Chirurgie transféré à Hénin-Baumont en 2012","Polyclinique Hénin-Beaumont - 62","privé",NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1931,"0101000020E610000045BF783A04450640D392E53853354940"
"HDF","62","Polyclinique de Riaumont Liévin - 62","privé","cardiologie","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture Cardiologie vers 2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1933,"0101000020E610000045BF783A04450640D392E53853354940"
"HDF","62","Polyclinique de Riaumont Liévin - 62","privé","maternité","transféré",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture maternité 2017 et transfert sur Lens","CH Schaffner Lens - 62",NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1935,"0101000020E610000045BF783A04450640D392E53853354940"
"HDF","62","Polyclinique de Riaumont Liévin - 62","privé","pneumologie","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture Pneumologie vers 2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1934,"0101000020E610000045BF783A04450640D392E53853354940"
"HDF","62","Polyclinique Hénin-Beaumont - 62","privé","urgences de nuit","fermé",NULL,NULL,"2021-07-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",1927,"0101000020E61000002A2444370D98074006057851A3374940"
"HDF","80","Abbeville - 80",NULL,"néonatalité","réduit (autre)",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",245,"0101000020E6100000B3E3E9E4504FFD3FF29FFD19110D4940"
"HDF","80","CH Corbie - 80","public","chirurgie","fermé",NULL,1994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Somme Littoral Sud",NULL,"HAUTS-DE-FRANCE",339,"0101000020E6100000A24758C2D31C044033E71557FFF44840"
"HDF","80","CH Corbie - 80","public","maternité","fermé",NULL,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"création d'un Centre Périnatal de Proximité (CPP)",NULL,NULL,NULL,NULL,NULL,"GHT Somme Littoral Sud",NULL,"HAUTS-DE-FRANCE",340,"0101000020E6100000A24758C2D31C044033E71557FFF44840"
"HDF","80","CH Corbie - 80","public","maternité","interrompu",NULL,NULL,"1976-01-01","1982-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Somme Littoral Sud",NULL,"HAUTS-DE-FRANCE",338,"0101000020E6100000A24758C2D31C044033E71557FFF44840"
"HDF","80","CH Doullens -80","public","chirurgie","fermé",NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Somme Littoral Sud",NULL,"HAUTS-DE-FRANCE",1829,"0101000020E6100000B06113EBC4BA0240379FAEA024144940"
"HDF","80","CH Doullens -80","public","maternité","fermé",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Somme Littoral Sud",NULL,"HAUTS-DE-FRANCE",1830,"0101000020E6100000B06113EBC4BA0240379FAEA024144940"
"HDF","80","CHIMR Montdidier - 80","public","soins de suite polyvalents","interrompu",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture estivale SSP 2015",NULL,NULL,NULL,NULL,NULL,"GHT Somme Littoral Sud","CHI Montdidier-Roye","HAUTS-DE-FRANCE",147,"0101000020E6100000AA427A482B9704403E97D179FED24840"
"HDF","80","CHIMR Montdidier - 80","public","maternité","fermé",NULL,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Somme Littoral Sud","CHI Montdidier-Roye","HAUTS-DE-FRANCE",146,"0101000020E6100000AA427A482B9704403E97D179FED24840"
"HDF","80","CH Péronne - 80","public","SMUR","fermé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Aisne Nord - Haute Somme",NULL,"HAUTS-DE-FRANCE",57,"0101000020E61000008536061E8B6F07403759F7908FF74840"
"HDF","80","CH Péronne - 80","public","urgences","fermé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Aisne Nord - Haute Somme",NULL,"HAUTS-DE-FRANCE",56,"0101000020E61000008536061E8B6F07403759F7908FF74840"
"HDF","80","Maternité Camille Desmoulins Amiens - 80","privé","maternité","transféré",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHU Amiens Picardie - 80","public",NULL,NULL,NULL,NULL,NULL,"HAUTS-DE-FRANCE",47,"0101000020E61000008A2D84073A6A024034A7C7D14AF14840"
"IDF","75","Centre Santé Croix Rouge Ile-de-France",NULL,"centre de santé","maintenu",NULL,2022,"2022-05-01",NULL,NULL,NULL,NULL,NULL,"La Croix Rouge sous pression retire sa proposition de vente de ses 6 centres de santé au privé (Ramsay) mai 2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2703,"0101000020E61000001C73CB3A04F1024011A70CF4C4694840"
"IDF","75","Centre Santé du Moulinet 13",NULL,"centre de santé","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Menace 2012 deux centres de santé Saint-Victor (Ve) et Moulinet (XIIIe) seraient supprimées : acupuncture, allergologie, chiropraxie, hématologie, kiné, médecine du sport, neurologie, pneumologie, psychiatrie, tabacologie et urologie.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2693,"0101000020E61000003970678C8CE3024008AC57CAEA6A4840"
"IDF","75","Centre Santé du Moulinet 13",NULL,"laboratoire d'analyses médicales","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"L’activité du laboratoire d’analyses médicales serait transférée au privé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2694,"0101000020E61000003970678C8CE3024008AC57CAEA6A4840"
"IDF","75","CH Broussais 14","public","centre IVG","fermé",NULL,2009,"2009-05-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GH EHGP-Broussais","ÎLE-DE-FRANCE",1641,"0101000020E610000091C5BB1BC6840240EDED24AC606A4840"
"IDF","75","CH Broussais 14","public","maternité","fermé",NULL,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GH EHGP-Broussais","ÎLE-DE-FRANCE",1640,"0101000020E610000091C5BB1BC6840240EDED24AC606A4840"
"IDF","75","CH La Collégiale Paris 5","public","gériatrie","interrompu",NULL,2022,"2022-06-01",NULL,NULL,NULL,NULL,NULL,NULL,"Grave pénurie de personnels en gériatrie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2702,"0101000020E61000006C7611AFCCD10240DCB98B81486B4840"
"IDF","75","CH Laennec 7","public","maternité","fermé",NULL,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AP-HP","ÎLE-DE-FRANCE",1616,"0101000020E61000008BB45EB945900240897E2C7DBE6D4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","urgences","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1457,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","imagerie",NULL,"disparition prévue",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1448,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","médecine interne",NULL,"disparition prévue",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1444,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","archives",NULL,"disparition prévue",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1449,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","soins de suite et rééducation neurologique","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1458,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","rhumatologie",NULL,"disparition prévue",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1445,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","brancardage",NULL,"disparition prévue",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1450,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","stérilisation","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1455,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","bloc opératoire","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1454,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","neurologie",NULL,"disparition prévue",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1446,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","soins de suite","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1451,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","anesthésie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1456,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","laboratoire",NULL,"disparition prévue",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1447,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","proctologie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1452,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Léopold Bellan Paris 14","privé","chirurgie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1453,"0101000020E6100000545213CE897B0240EFCC356B246A4840"
"IDF","75","CH Saint Louis Paris - 10","public","imprimerie","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2014,"0101000020E61000006F6CEEC445F00240FE78CE0BD46F4840"
"IDF","75","CH Saint Louis Paris - 10","public","hématologie","menacé",NULL,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Service d'hématologie printemps 2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2016,"0101000020E61000006F6CEEC445F00240FE78CE0BD46F4840"
"IDF","75","CH Saint Louis Paris - 10","public","service grands brûlés","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2010,"0101000020E61000006F6CEEC445F00240FE78CE0BD46F4840"
"IDF","75","CH Saint Louis Paris - 10","public","ORL","fusionné",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2011,"0101000020E61000006F6CEEC445F00240FE78CE0BD46F4840"
"IDF","75","CH Saint Louis Paris - 10","public","stérilisation","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2012,"0101000020E61000006F6CEEC445F00240FE78CE0BD46F4840"
"IDF","75","CH Saint Louis Paris - 10","public","reprographie","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2013,"0101000020E61000006F6CEEC445F00240FE78CE0BD46F4840"
"IDF","75","CH Saint Louis Paris - 10","public","chirurgie ambulatoire","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2015,"0101000020E61000006F6CEEC445F00240FE78CE0BD46F4840"
"IDF","75","CH Saint-Vincent-de-Paul 14","public","maternité","fermé",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2722,"0101000020E610000000473696968E02405A79F0FF106B4840"
"IDF","75","CH Tenon Paris 20","public","urgences","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"été 2021",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1644,"0101000020E6100000EE569F3E12370340633D06A3DB6E4840"
"IDF","75","CH Tenon Paris 20","public","bloc opératoire","réduit (autre)",NULL,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réductions de lits de tous les services et de 4 salles de bloc début 2022. Un quart des lits sont fermés durant l'été 2022.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1642,"0101000020E6100000EE569F3E12370340633D06A3DB6E4840"
"IDF","75","CH Tenon Paris 20","public","centre IVG","maintenu",NULL,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1645,"0101000020E6100000EE569F3E12370340633D06A3DB6E4840"
"IDF","75","CH Tenon Paris 20","public","maladies infectieuses","transféré",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maladies infectieuses de Tenon vers St Antoine","CHU Saint Antoine Paris 12","public",NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1643,"0101000020E6100000EE569F3E12370340633D06A3DB6E4840"
"IDF","75","CHU Bichat-Claude Bernard - Paris 75018","public","cardiologie","réduit (lits fermés)",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réduction cardiologie (manque de lits et de personnels) fin 2021",NULL,NULL,NULL,NULL,NULL,NULL,"GHUNUP","ÎLE-DE-FRANCE",2102,"0101000020E6100000FF201BA99EA8024054AD780F08734840"
"IDF","75","CHU Cochin Paris 12","public","stomatologie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1464,"0101000020E61000003468EC0857B60240437220FA2C6B4840"
"IDF","75","CHU Cochin Paris 12","public","chirurgie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chirurgie regroupée",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1463,"0101000020E61000003468EC0857B60240437220FA2C6B4840"
"IDF","75","CHU Lariboisière Paris 10","public","économat fournisseurs","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GH Saint-Louis-Lariboisière-Fernand Widal","ÎLE-DE-FRANCE",1460,"0101000020E6100000BAF9FF1991D302407A4D84D809714840"
"IDF","75","CHU Lariboisière Paris 10","public","ORL","fusionné",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ORL regroupée",NULL,NULL,NULL,NULL,NULL,NULL,"GH Saint-Louis-Lariboisière-Fernand Widal","ÎLE-DE-FRANCE",1459,"0101000020E6100000BAF9FF1991D302407A4D84D809714840"
"IDF","75","CHU Saint Antoine Paris 12","public","IVG","menacé",NULL,2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2699,"0101000020E6100000524CCE6BC00F034063A702E7CD6C4840"
"IDF","75","CHU Saint Antoine Paris 12","public","soins palliatifs","menacé","à vérifier",2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2701,"0101000020E6100000524CCE6BC00F034063A702E7CD6C4840"
"IDF","75","CHU Saint Antoine Paris 12","public","hémobiologie périnatale","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2696,"0101000020E6100000524CCE6BC00F034063A702E7CD6C4840"
"IDF","75","CHU Saint Antoine Paris 12","public","pneumologie","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2700,"0101000020E6100000524CCE6BC00F034063A702E7CD6C4840"
"IDF","75","CHU Saint Antoine Paris 12","public","maternité","fermé",NULL,2012,"2012-02-09",NULL,NULL,NULL,NULL,NULL,NULL,"Maternité fermée 09/02/2012 au profit de Trousseau (1300 actes) et Tenon (600 actes) et à la marge La Pitié et Port Royal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2695,"0101000020E6100000524CCE6BC00F034063A702E7CD6C4840"
"IDF","75","CHU Saint Antoine Paris 12","public","Centre national de référence en hémobiologie périnatale (CNRHP)","transféré",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paris Armand Trousseau
",NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",2697,"0101000020E6100000524CCE6BC00F034063A702E7CD6C4840"
"IDF","75","ESPIC Saint-Joseph Paris 14","privé","pédiatrie","fermé",NULL,2008,"2008-07-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1462,"0101000020E6100000070125C1449902401966B2DF6F6A4840"
"IDF","75","ESPIC Saint-Joseph Paris 14","privé","maladies infectieuses","fermé",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1461,"0101000020E6100000070125C1449902401966B2DF6F6A4840"
"IDF","75","GHNEM - Necker - 75015",NULL,"pédiatrie","réduit (autre)",NULL,2021,"2021-10-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHNEM","ÎLE-DE-FRANCE",1729,"0101000020E610000071212588DA84024072129A7B316C4840"
"IDF","75","HE Georges Pompidou 15","public","immunologie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"HEGP","ÎLE-DE-FRANCE",2711,"0101000020E6100000160402B9DF2F0240BA506C446A6B4840"
"IDF","75","HIA Val de Grâce Paris 5","public","neurologie","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"avant 2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",700,"0101000020E61000009F2236B818BE0240625E68E2806B4840"
"IDF","75","HIA Val de Grâce Paris 5","public","ophtalmologie","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"avant 2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",701,"0101000020E61000009F2236B818BE0240625E68E2806B4840"
"IDF","75","HIA Val de Grâce Paris 5","public","chirurgie traumatologique","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"avant 2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",702,"0101000020E61000009F2236B818BE0240625E68E2806B4840"
"IDF","75","HIA Val de Grâce Paris 5","public","urgences","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"avant 2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",703,"0101000020E61000009F2236B818BE0240625E68E2806B4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"urgences","menacé",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maintien problématique des urgences quand on limite chirurgie et radiologie 2011-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1792,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"urgences","fermé","interrompu ?",2013,"2013-11-01",NULL,NULL,NULL,NULL,NULL,NULL,"Urgences - novembre 2013-été 2014",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1795,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"radiologie","réduit (autre)",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1794,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"chirurgie","réduit (autre)",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1793,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"chirurgie de nuit","menacé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1799,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"chirurgie","fusionné",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1798,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"urgences ophtalmiques","transféré",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Urgences ophtalmiques fermées et transférées à Cochin - été 2017.","CHU Cochin Paris 12","public",NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1797,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"maternité","fermé",NULL,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1796,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Hôtel-Dieu Paris - 75",NULL,"urgences","maintenu",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",1800,"0101000020E6100000D763DD1093CA0240372B3A62666D4840"
"IDF","75","Paris Armand Trousseau
",NULL,"pédiatrie","menacé",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ÎLE-DE-FRANCE",704,"0101000020E6100000D0EB97C20C3E03400E4E1305E06B4840"
