nom_hopital;id;id_hopital;suppressions;effectif_total;postes_vacants;service;etat;date_etat;date_fin;annee_etat;nb_lits_fermes;nb_lits_menaces;categorie;commentaire;detail_reduction;autre_etat;description_victoire;local_devenu;transforme_en;prestataire
CHCLB Le Blanc - 36;2935;64;;;;unité de soins continus;menace;;;2022;;;soins critiques;Menace fermeture USC de 6 lits en juin 2023 annoncée fin 2022;;;;;;
CHCLB Le Blanc - 36;1998;64;;;;maternité;fermeture;;;2018;;;maternité;;;;;;;
CHCP Saint-Gaudens - 31;313;291;;;;réanimation;menace;;;2012;;;réanimation;;;;;;;
CHCP Saint-Gaudens - 31;312;291;;;;urgences;interruption;2019-11-01;2019-11-30;2019;;;urgences;novembre 2019;;;;;;
CHD Stell Rueil-Malmaison - 92;92;2;;;;maternité;fermeture;;;2016;;;maternité;;;;;;;
CHD Stell Rueil-Malmaison - 92;91;2;;;;urgences;fermeture;;;2012;;;urgences;;;;;;;
CHDC L. Pasteur Le coudray - 28;3166;816;;;;chirugie;menace;;;2023;;;chirurgie;Crise des effectifs et mouvement gréviste pour les services de service de néphrologie-hémodialyse et un service de chirurgie des Hôpitaux de Chartres, et à partir du mercredi 20 septembre, pour la chirurgie ambulatoire. Sept. 2023.;;;;;;
CHDCA Dax - 40;3131;429;;;;urgences;réduction;;;2023;;;urgences;Réductions des urgences et régulation intensive juillet-août 2023;;;;;;
CHDN Saint-Vallier - 26;2335;146;;;;psychiatrie;menace;;;2014;;;psychiatrie;Menace sur les centres psychiatriques voire plus;;;;;;
CHDN Saint-Vallier - 26;2333;146;;;;urgences;interruption;2018-07-01;2018-07-31;2018;;;urgences;été 2018;interruption estivale;;;;;
CHDN Saint-Vallier - 26;2332;146;;;;urgences de nuit;réduction;;;2017;;;urgences;été 2017;réduction estivale;;;;;
CHDN Saint-Vallier - 26;2334;146;;;;médecine physique et de réadaptation;réduction;;;2021;;;médecine;Réduction du service MPR : perte des _ des lits;fermeture de lits;;;;;
CHDSN Parthenay - 79;1735;354;;;;soins palliatifs;menace;;;-1;;;;;;;;;;
CHDSN Parthenay - 79;1736;354;;;;urgences;menace;;;2009;;;urgences;;à vérifier;;;;;
CHDSN Parthenay - 79;1734;354;;;;chirurgie ambulatoire;menace;;;-1;;;chirurgie;;;;;;;
CHDSN Parthenay - 79;1733;354;;;;soins de suite et rééducation;réduction;;;2018;37;;soins de suite et rééducation;;fermeture de lits;;;;;
CHDSN Parthenay - 79;1731;354;;;;maternité;fermeture;;;1997;;;maternité;;;;;;;
CHDSN Parthenay - 79;1730;354;;;;chirurgie;fermeture;;;1997;;;chirurgie;;;;;;;
CHDSN Parthenay - 79;1732;354;;;;médecine;fermeture;;;2018;;;médecine;;;;;;;
CHEL Ancenis - 44;2983;707;;;;maternité;menace;;;-1;;;maternité;;;;;;;
CHEL Ancenis - 44;2958;707;;;;urgences de nuit;interruption;;;2022;;;urgences;Interruption d'octobre à décembre 2022;;;;;;
CHEL Ancenis - 44;2957;707;;;;urgences de nuit;réduction;;;2022;;;urgences;Interruption prolongation pour décembre de la réduction effective d'octobre à novembre 2022;;;;;;
CHEL Ancenis - 44;2128;707;;;;SMUR;fermeture;;;2021;;;SMUR;Fermeture du SMUR depuis été 2021;;;;;;
CHEL Ancenis - 44;2129;707;;;;médecine;interruption;2021-07-01;2021-08-31;2021;22;;médecine;Interruption Médecine (22 lits) été 2021;interruption estivale;;;;;
CHEL Ancenis - 44;3013;707;;;;urgences;interruption;2023-02-10;;2023;;;urgences;Interruption des urgences depuis le 10 février 2023;;;;;;
CHEL Ancenis - 44;3078;707;;;;maternité;interruption;;;2023;;;maternité;Interruptions à la maternité en avril 2023;;;;;;
CHEL Ancenis - 44;3130;707;;;;maternité;menace;;;2023;;;maternité;Fermeture redoutée du bloc obstétrical de la maternité du centre hospitalier Erdre et Loire été 2023.,;;;;;;
CHEL Ancenis - 44;3157;707;;;;maternité;menace;;;2023;;;maternité;Fermeture annoncée de la maternité au 1/11/2023;;;;;;
CHELVR Elbeuf -;1802;635;;;;chirurgie;menace;;;-1;;;chirurgie;;;;;;;
CHELVR Louviers - 27;685;454;;;;chirurgie;menace;;;-1;;;chirurgie;;;;;;;
CHF Feurs - 42;2369;160;;;;SMUR;menace;;;2018;;;SMUR;Menaces Urgences et SMUR et Accueil nuit profonde 2018;;;;;;
CHF Feurs - 42;2371;160;;;;ligne de garde;menace;;;2021;;;;Risque de fermeture de la ligne de garde de minuit à 6h (voire à partir de 20h), ne conservant que la ligne de garde du SMUR 2021;;;;;;
CHF Feurs - 42;2366;160;;;;SMUR de nuit;menace;;;2015;;;SMUR;;;;;;;
CHF Feurs - 42;2373;160;;;;hospitalisation de courte durée;menace;;;2021;;;hospitalisation;Progressivement, risque de fermeture des urgences de jour et diminution de l’offre de soins et risque de fermeture de l’UHCD : Unité d’Hospitalisation de Courte Durée 2021;;;;;;
CHF Feurs - 42;2814;160;;;;urgences;interruption;;;2022;;;urgences;;;;;;;
CHF Feurs - 42;2363;160;;;;stérilisation;sous-traitance;2017-05-01;;2017;;;;mai 2017;;;;;;
CHF Feurs - 42;2367;160;;;;biologie;menace;;;2015;;;laboratoire;;;;;;;
CHF Feurs - 42;2370;160;;;;accueil nuit profonde;menace;;;2018;;;;;;;;;;
CHF Feurs - 42;2372;160;;;;urgences;menace;;;2021;;;urgences;Progressivement, risque de fermeture des urgences de jour et diminution de l’offre de soins et risque de fermeture de l’UHCD : Unité d’Hospitalisation de Courte Durée 2021;;;;;;
CHF Feurs - 42;2368;160;;;;urgences;menace;;;2018;;;urgences;Menaces Urgences et SMUR et Accueil nuit profonde 2018;;;;;;
CHF Feurs - 42;2359;160;;;;psychiatrie;fermeture;;;2009;;;psychiatrie;;;;;;;
CHF Feurs - 42;2358;160;;;;maternité;fermeture;;;2007;;;maternité;;;;;;;
CHF Feurs - 42;2365;160;;;;cardiologie;fermeture;;;2018;;;cardiologie;;;;;;;
CHF Feurs - 42;2361;160;;;;bloc opératoire;fermeture;;;2015;;;bloc opératoire;;;;;;;
CHF Feurs - 42;2360;160;;;;chirurgie;fermeture;;;2015;;;chirurgie;;;;;;;
CHF Feurs - 42;2362;160;;;;chimiothérapie;fermeture;;;2015;;;oncologie;;;;;;;
CHF Feurs - 42;2364;160;;;;unité de soins périnatale;fermeture;;;2018;;;;;;;;;;
CHF Montbrison - 42;573;161;;;;EHPAD;menace;;;2019;;;gériatrie;;;;;;;
CHF Montbrison - 42;572;161;;;;maternité;menace;;;2019;;;maternité;;;;;;;
CHF Montbrison - 42;571;161;;;;pédiatrie;menace;;;2019;;;pédiatrie;;;;;;;
CHF Montbrison - 42;209;161;;;;chirurgie;réduction;2016-06-01;;2016;20;;chirurgie;Réduction chirurgie (20 lits sur 50) juin 2016;fermeture de lits;;;;;
CHF Montbrison - 42;208;161;;;;réanimation;fermeture;;;2008;;;réanimation;;;;;;;
CHFA Bourbon-Lancy - 71;2449;821;;;;maternité;fermeture;;;-1;;;maternité;;à vérifier;;;;;
CHFA Bourbon-Lancy - 71;2450;821;;;;électro-radiologie;fermeture;;;-1;;;imagerie médicale;;à vérifier;;;;;
CHFA Bourbon-Lancy - 71;2452;821;;;;soins de suite;fermeture;;;2021;;;soins de suite et rééducation;Médecine et Soins de suite été 2021;;;;;;
CHFA Bourbon-Lancy - 71;2451;821;;;;médecine;fermeture;;;2021;;;médecine;Médecine et Soins de suite été 2021;;;;;;
CHHA Château-Gontier - 53;356;681;;;;urgences;réduction;2021-07-01;2021-08-31;2021;;;urgences;Réduction des urgences juillet août 2021;;;;;;
CHHA Château-Gontier - 53;3124;681;;;;urgences de nuit;interruption;;;2023;;;urgences;Fermeture urgences de nuit été 2023 de 18h30 à 8h;;;;;;
CHHA Segré-en-Anjou - 49;2140;716;;;;maternité;fermeture;1995-12-01;;1995;;;maternité;décembre 1995;;;;;;
CHHB Nantua - 01;278;154;;;;chirurgie;réduction;;;-1;;;chirurgie;;;;;;;
CHHB Oyonnax - 01;2283;779;;;;maternité;réduction;;;2015;;;maternité;;;;;;;
CHHC Ussel - 19;3055;952;;;;urgences;interruption;;;2023;;;urgences;Interruptions aux urgences avril 2023;;;;;;
CHHCO Alise Sainte Reine - 21;437;399;;;;soins longue durée;fermeture;;;2018;30;;;Fermeture USLD (30 lits) création d'un PASA (pôle d'activités et de soins adaptés) et de 2 UVP (Unités de Vie Protégée);;;;;;
CHHCO Châtillon sur Seine - 21;1653;402;;;;médecine;menace;;;-1;;;médecine;;;;;;;
CHHCO Châtillon sur Seine - 21;1652;402;;;;chimiothérapie;menace;;;-1;;;oncologie;;;;;;;
CHHCO Châtillon sur Seine - 21;1651;402;;;;urgences;menace;;;-1;;;urgences;;;;;;;
CHHCO Châtillon sur Seine - 21;1647;402;;;;maternité;fermeture;2008-07-01;;2008;;;maternité;;;;;;;
CHHCO Châtillon sur Seine - 21;1648;402;;;;chirurgie;fermeture;2009-06-01;;2009;;;chirurgie;;;;;;;
CHHCO Châtillon sur Seine - 21;1650;402;;;;laboratoire d'analyses biologiques;fermeture;;;2018;;;laboratoire;;;;;;;
CHHCO Châtillon sur Seine - 21;1649;402;;;;soins continus;fermeture;2009-06-01;;2009;;;soins critiques;;;;;;;
CHHCO Montbard - 21;1630;400;;;;maternité;fermeture;;;2017;;;maternité;;;;;;;
CHHCO Montbard - 21;1631;400;;;;urgences;fermeture;;;2017;;;urgences;;;;;;;
CHHCO Montbard - 21;1632;400;;;;laboratoire;fermeture;;;2018;;;laboratoire;;;;;;;
CHHCO Vitteaux - 21;436;401;;;;médecine;transformation;2018-03-05;;2018;15;;médecine;au 05/03/2018;;;;;UHR (unité d’hébergement renforcée);
CHHG Blaye - 33;2797;907;;;;urgences;interruption;2022-07-01;2022-08-31;2022;;;urgences;;réduction estivale;;;;;
CHI Aubrac Villeneuve-Saint-Georges - 94;216;129;;;;bionettoyage;sous-traitance;;;2019;;;services annexes;;;;;;;
CHI Aubrac Villeneuve-Saint-Georges - 94;3245;129;;;;nettoyage;transformation;;;2024;;;services annexes;Privatisation de tout le nettoyage 2024;;;;;;
CHI Aubrac Villeneuve-Saint-Georges - 94;215;129;;;;unité psychiatrique;fermeture;;;2021;;;psychiatrie;Fermeture définitive de l'unité de psychiatrie au 1er trimestre 2021;;;;;;
CHI Compiègne - 60;711;68;;;;maternité;fermeture;;;2014;;;maternité;;;;;;;
CHI Durkheim Épinal - 88;2563;70;;;;SMUR;réduction;;;2017;;;SMUR;Interruption 2° ligne;;;;;;
CHI Durkheim Épinal - 88;2564;70;;;;SMUR;réduction;;;2018;;;SMUR;Interruption 2° ligne;;;;;;
CHI Durkheim Épinal - 88;3294;70;;;;urgences;réduction;;;2024;;;urgences;Urgences régulées en décembre 2024;;;;;;
CHI La Vésubie Saint-Martin Vésubie - 06;2199;342;;;;médecine;réduction;2017-10-01;;2017;8;;médecine;Réduction médecine (8 lits) octobre 2017;fermeture de lits;;;;;
CHI Lauter Wissemboug - 67;2524;843;;;;maternité;menace;;;2018;;;maternité;Menace maternité début 2018;;;;;;
CHI Noyon - 60;1542;222;;;;maternité;victoire;;;2013;;;maternité;;;;annulation par le TA d'Amiens de la suppression de la maternité en fin 2013;;;
CHI Noyon - 60;1544;222;;;;médecine chirurgie obstétrique;menace;;;2012;;;chirurgie;Menace MCO 2012;;;;;;
CHI Noyon - 60;1540;222;;;;maternité;fermeture;;;2012;;;maternité;;;;;;;
CHI Noyon - 60;1543;222;;;;maternité;fermeture;;;2014;;;maternité;;;;;;;
CHI Noyon - 60;1541;222;;;;chirurgie;fermeture;;;2012;;;chirurgie;;;;;;;
CHI PSSL Le Bailleul - 72;2384;391;;;;bloc opératoire;menace;;;2021;;;bloc opératoire;Menaces bloc opératoire fin 2021;;;;;;
CHI PSSL Le Bailleul - 72;2379;391;;;;urgences de nuit;interruption;;;2019;;;urgences;;;;;;;
CHI PSSL Le Bailleul - 72;2383;391;;;;maternité;menace;;;2021;;;maternité;Menaces Maternité fin 2021;;;;;;
CHI PSSL Le Bailleul - 72;2380;391;;;;urgences;réduction;2021-07-01;2021-08-31;2021;;;urgences;Réduction estivale des urgences 2021;;;;;;
CHI PSSL Le Bailleul - 72;2381;391;;;;urgences;interruption;2021-10-01;2021-10-31;2021;;;urgences;Fermeture des urgences octobre 2021;;;;;;
CHI PSSL Le Bailleul - 72;3161;391;;;;maternité;interruption;;;2023;;;maternité;Interruption des accouchements en Maternité août et septembre 2023;;;;;;
CHI PSSL Le Bailleul - 72;3210;391;;;;maternité;interruption;;;2024;;;maternité;Maternité suspendue en février 2024;;;;;;
CHI PSSL Le Bailleul - 72;2378;391;;;;centre IVG;fermeture;;;2018;;;IVG;;;;;;;
CHI PSSL Le Bailleul - 72;2382;391;;;;urgences;fermeture;2021-12-01;;2021;;;urgences;Fermeture des Urgences décembre 2021;interrompu ?;;;;;
CHI Robert Ballanger Aulnay/Bois - 93;2657;103;;;;urgences pédiatriques;menace;;;2019;;;urgences;;;;;;;
CHI Robert Ballanger Aulnay/Bois - 93;2656;103;;;;urgences;interruption;2022-05-01;;2022;;;urgences;Interruptions/réductions mai 2022 et été 2022;;;;;;
CHI Robert Ballanger Aulnay/Bois - 93;2660;103;;;;urgences;menace;;;2022;;;urgences;Pénurie aux urgences début 2022;;;;;;
CHI Robert Ballanger Aulnay/Bois - 93;2658;103;;;;urgences;menace;;;2019;;;urgences;Urgences pédiatriques fin 2019;saturation;;;;;
CHI Robert Ballanger Aulnay/Bois - 93;2659;103;;;;urgences;menace;;;2021;;;urgences;Du fait de la saturation non liée à l’épidémie de COVID la direction de l’hôpital déclenche le Plan Blanc été 2021;;;;;;
CHIAC Amboise - 37;2664;7;;;;urgences;interruption;;;2022;;;urgences;Interruptions urgences printemps 2022. Crise urgences 2022;;;;;;
CHIAC Amboise - 37;2662;7;;;;périnatalité;réduction;;;2014;;;;;;;;;;
CHIAC Amboise - 37;2665;7;;;;périnatalité;menace;2017-01-01;2019-12-31;2017;;;;Centre de Périnalité menacé en 2017-2019;;;;;;
CHIAC Amboise - 37;2663;7;;;;périnatalité;fermeture;2021-10-01;;2021;;;;;;;;;;
CHIAC Amboise - 37;2661;7;;;;maternité;fermeture;;;2003;;;maternité;;;;;;;
CHIAG Montreuil - 93;1664;107;;;;urologie;transfert;;;-1;;;;Urologie transférée à Aulnay;;;;;;
CHIAG Montreuil - 93;1669;107;;;;centre de santé;menace;;;2020;;;;;;;;;;
CHIAG Montreuil - 93;1670;107;;;;réanimation néonatale;menace;;;-1;;;soins critiques;;;;;;;
CHIAG Montreuil - 93;1668;107;;;;chirurgie d'urgence;menace;;;-1;;;chirurgie;;;;;;;
CHIAG Montreuil - 93;1665;107;;;;chirurgie 24/24;menace;;;-1;;;chirurgie;;;;;;;
CHIAG Montreuil - 93;1666;107;;;;ophtalmologie;menace;;;-1;;;;;;;;;;
CHIAG Montreuil - 93;1667;107;;;;dialyse;menace;;;-1;;;;;;;;;;
CHIAN Agen - 47;349;329;;;;urgences;interruption;2021-07-01;2021-08-31;-1;;;urgences;Fermeture des urgences (sur Nérac ?) en juillet-août 2021;interruption estivale;;;;;
CHIAN Agen - 47;3134;329;;;;psychiatrie;menace;;;2023;;;psychiatrie;Menace service psychiatrique, grave crise été 2023;;;;;;
CHIAN Nérac - 47;426;408;;;;SMUR;réduction;2021-07-01;2021-08-31;2021;;;SMUR;Réduction estivale du SMUR 2021;;;;;;
CHIAN Nérac - 47;427;408;;;;urgences;interruption;2021-07-01;2021-07-31;2021;;;urgences;Interruption des Urgences été 2021;interruption estivale;;;;;
CHIAN Nérac - 47;425;408;;;;chirurgie;fermeture;;;-1;;;chirurgie;;;;;;;
CHIAP Aix en Provence - 13;296;228;;;;chirurgie;menace;;;2021;;;chirurgie;menace 50 lits de chirurgie 2021;;;;;;
CHIAP Aix en Provence - 13;297;228;;;;rhumatologie;menace;;;2021;;15;;;;;;;;
CHIAP Aix en Provence - 13;293;228;;;;SMUR;interruption;2021-07-01;2021-08-31;2021;;;SMUR;Interruptions de lignes de SMUR de nuit été 2021;interruption estivale;;;;;
CHIAP Aix en Provence - 13;295;228;;;;médecine;menace;;;2012;;;médecine;;;;;;;
CHIAP Aix en Provence - 13;294;228;;;;urgences;réduction;2021-07-01;2021-08-31;2021;;;urgences;été 2021;;;;;;
CHIAP Aix en Provence - 13;3272;228;;;;urgences;réduction;;;2024;;;urgences;Grave crise aux urgences, réductions obligées, grève générale des urgentistes le 04/08/2024.;;;;;;
CHIAP Pertuis - 84;2204;221;;;;SMUR de nuit;interruption;;;2021;;;SMUR;Interruptions de lignes de SMUR de nuit et réduction des urgences été 2021;réduction estivale;;;;;
CHIAP Pertuis - 84;2202;221;;;;urgences de nuit;interruption;;;2020;;;urgences;Fermeture temporaire des Urgences de nuit en 2020;;;;;;
CHIAP Pertuis - 84;2203;221;;;;urgences;réduction;;;2021;;;urgences;Interruptions de lignes de SMUR de nuit et réduction des urgences été 2021;;;;;;
CHIAP Pertuis - 84;2205;221;;;;urgences de nuit;maintien;;;2020;;;urgences;;;;;;;
CHIAP Pertuis - 84;2201;221;;;;unité long séjour;réduction;;;-1;10;;;Diminution Long séjour de 10 lits;fermeture de lits;;;;;
CHIAP Pertuis - 84;2200;221;;;;chirurgie;fermeture;;;2007;;;chirurgie;;;;;;;
CHIC Marmande - 47;269;629;;;;urgences;réduction;2021-07-01;2021-08-31;2021;;;urgences;Réduction estivale des urgences 2021 transformées en CSNP;;;;;CSNP;
CHIC Marmande - 47;2761;629;;;;urgences;menace;;;2021;;;urgences;Terrible crise aux urgences automne 2021;;;;;;
CHIC Marmande - 47;584;629;;;;cardiologie;réduction;;;2021;;;cardiologie;Crise de sous effectifs, lits fermés;fermeture de lits;;;;;
CHIC Marmande - 47;585;629;;;;chirurgie;réduction;;;2021;;;chirurgie;Crise de sous effectifs, lits fermés;fermeture de lits;;;;;
CHIC Porzou - Concarneau - 29;2263;196;;;;SMUR;réduction;;;2019;;;SMUR;;fermeture nocturne;;;;;
CHIC Porzou - Concarneau - 29;2264;196;;;;urgences;interruption;2020-03-01;2020-06-30;2020;;;urgences;mars-juin 2020;;;;;;
CHIC Porzou - Concarneau - 29;2262;196;;;;SMUR;réduction;;;2018;;;SMUR;Fermeture d’une ligne de SMUR pour la Cornouaille 2018;;;;;;
CHIC Porzou - Concarneau - 29;2267;196;;;;IRM;victoire;;;2018;;;imagerie médicale;;;;obtention de l’IRM en 2018;;;
CHIC Porzou - Concarneau - 29;2266;196;;;;urgences;maintien;;;2008;;;urgences;;;;Mobilisations victorieuses pour le maintien des urgences de jour depuis 2008;;;
CHIC Porzou - Concarneau - 29;2265;196;;;;urgences;menace;;2014-12-31;2010;;;urgences;Urgences de jour menacées 2010-2014;;;;;;
CHIC Porzou - Concarneau - 29;2261;196;;;;radiologie;interruption;;2015-12-31;2013;;;imagerie médicale;Fermeture temporaire ? de la radio - fin 2013-jusqu'en 2015;;;;;;
CHIC Porzou - Concarneau - 29;2260;196;;;;urgences;réduction;2008-06-01;;2008;;;urgences;Urgences de nuit - juin  2008 - 9h-19h;fermeture nocturne;;;;;
CHIC Porzou - Concarneau - 29;2258;196;;;;maternité;fermeture;;;1992;;;maternité;;;;;;;
CHIC Porzou - Concarneau - 29;2259;196;;;;chirurgie;fermeture;;;1992;;;chirurgie;;;;;;;
CHIC Théophlle Laënnec - Quimper - 29;590;194;;;;urgences;menace;;;2021;;;urgences;Manque de personnel et surtout de remplaçant particulièrement aux urgences 2021;;;;;;
CHIC Théophlle Laënnec - Quimper - 29;3140;194;;;;urgences;menace;;;2023;;;urgences;Grave crise aux urgences été 2023;;;;;;
CHIC Tonneins - 47;716;328;;;;cardiologie;réduction;;;2021;;;cardiologie;;fermeture de lits;;;;;
CHIC Tonneins - 47;715;328;;;;chirurgie;réduction;;;2021;;;chirurgie;Crise de sous effectifs, lits fermés en cardio et en chir 2021;fermeture de lits;;;;;
CHIC Tonneins - 47;714;328;;;;soins de suite et rééducation;réduction;2022-03-01;;2022;20;;soins de suite et rééducation;mars 2022;fermeture de lits;;;;;
CHIC Tonneins - 47;713;328;;;;chirurgie;fermeture;;;-1;;;chirurgie;;;;;;;
CHICA La Ferté Macé  - 61;1615;239;;;;maternité;fermeture;;;2005;;;maternité;;;;;;;
CHICAM Mamers - 72;406;421;;;;chirurgie;fermeture;;;2004;;;chirurgie;au moment de la fusion;;;;;;
CHICAM Mamers - 72;407;421;;;;chambre mortuaire;fermeture;;;2013;;;services annexes;;;;;;;
CHICAM Mamers - 72;2941;421;;;;service de soins intensifs;fermeture;;;2004;;;;au moment de la fusion;;;;;;
CHICAS Gap - 05;503;35;;;;chirurgie;menace;;;2009;;;chirurgie;mi 2009;;;;;;
CHICAS Gap - 05;500;35;;;;cardiologie;réduction;;;-1;;;cardiologie;;;;;;;
CHICAS Gap - 05;498;35;;;;chirurgie;réduction;;;2008;;;chirurgie;le we;;;;;;
CHICAS Gap - 05;506;35;;;;unité long séjour;transformation;;;-1;;;;;;;;;Unité d'Hébergement pour Personnes Agées Désorientées (UHPAD);
CHICAS Gap - 05;502;35;;;;laboratoire;réduction;;;-1;;;laboratoire;la nuit;;;;;;
CHICAS Gap - 05;504;35;;;;radiothérapie;interruption;;;2010;;;;pendant 4 mois;;;;;;
CHICAS Gap - 05;507;35;;;;maison de retraite;transformation;;;-1;;;;;;;;;Unité d'Hébergement pour Personnes Agées Désorientées (UHPAD);
CHICAS Gap - 05;501;35;;;;radiothérapie;fermeture;;;2009;;;;(6 postes) - février 2009;;;;;;
CHICAS Gap - 05;707;35;;;;cuisine;fermeture;;;2009;;;services annexes;;;;;;;
CHICAS Gap - 05;505;35;;;;soins intensifs;fermeture;;;2017;;;;;;;;;;
CHICAS Gap - 05;499;35;;;;soins continus polyvalents;fermeture;;;2008;;;soins critiques;;;;;;;
CHICAS Sisteron - 05;472;374;;;;maternité;fermeture;;;1996;;;maternité;;;;;;;
CHICAS Sisteron - 05;476;374;;;;cardiologie;réduction;;;-1;;;cardiologie;;;;;;;
CHICAS Sisteron - 05;2949;374;;;;laboratoire;réduction;;;2015;;;laboratoire;;fermeture nocturne;;;;;
CHICAS Sisteron - 05;473;374;;;;chirurgie;réduction;;;2008;;;chirurgie;chirurgie le week-end;;;;;;
CHICAS Sisteron - 05;483;374;;;;urgences;réouverture;;;2020;;;urgences;;;;24/24 (été 2020);;;
CHICAS Sisteron - 05;480;374;;;;laboratoire;réduction;;;2009;;;laboratoire;la nuit;fermeture nocturne;;;;;
CHICAS Sisteron - 05;474;374;;;;soins continus polyvalents;fermeture;;;2008;;;soins critiques;;;;;;;
CHICAS Sisteron - 05;3297;374;;;;urgences;réduction;;;2025;;;urgences;Réductions aux urgences, fermeture de l’accueil le 27/01/2025;;;;;;
CHICAS Sisteron - 05;477;374;;;;chirurgie;fermeture;;;2009;;;chirurgie;Cir et bloc opératoire 2009;;;;;;
CHICAS Sisteron - 05;478;374;;;;bloc opératoire;fermeture;;;2009;;;bloc opératoire;;;;;;;
CHICAS Sisteron - 05;482;374;;;;urgences;fermeture;2019-07-01;2020-06-30;2019;;;urgences;Urgences pendant un an 2019-20;;;;;;
CHICAS Sisteron - 05;475;374;;;;radiothérapie;fermeture;2009-02-01;;2009;;;;Radiothérapie (6 postes) - février 2009;;;;;;
CHICAS Sisteron - 05;481;374;;;;soins intensifs;fermeture;;;2017;;;;;;;;;;
CHICAS Sisteron - 05;479;374;;;;cuisine;fermeture;;;2009;;;services annexes;;;;;;;
CHICL Cavaillon - 84;102;27;;;;chirurgie osseuse;fermeture;;;-1;;;chirurgie;;;;;;;
CHICL Cavaillon - 84;515;27;;;;chirurgie digestive;menace;;;2014;;;chirurgie;Chirurgie digestive 2014 Risque fermeture totale 2014 ?;;;;;;
CHICL Cavaillon - 84;103;27;;;;gynécologie;réduction;;;2014;;;;vers clinique privée;;;;;;
CHICL Cavaillon - 84;3088;27;;;;urgences de nuit;interruption;;;2023;;;urgences;Interruptions urgences de nuit pendant les trois premiers mois de 2023;;;;;;
CHICM Castelsarrasin - 82;1953;536;;;;maternité;;;;2003;;;maternité;;;;;;;
CHICM Castelsarrasin - 82;1954;536;;;;chirurgie viscérale;réduction;;;2011;;;chirurgie;;;;;;;
CHICM Castelsarrasin - 82;1955;536;;;;chirurgie;réduction;;;2015;;;chirurgie;Réduction Chirurgie 2015 avec passage à la chirurgie ambulatoire;;;;;;
CHICM Castelsarrasin - 82;1956;536;;;;urgences;menace;;;2021;;;urgences;Crise aux urgences 2021;;;;;;
CHICM Castelsarrasin - 82;3010;536;;;;urgences;menace;;;2015;;;urgences;;;;;;;
CHICM Moissac - 82;619;204;;;;chirurgie;menace;;;2010;;;chirurgie;;à vérifier;;;;;
CHICM Moissac - 82;620;204;;;;urgences;menace;;;2015;;;urgences;Urgences restructurées 2015 Menace fusion avec Montauban 2015;;;;;;
CHICM Moissac - 82;621;204;;;;urgences;menace;;;2021;;;urgences;Menace de disparition 2021;;;;;;
CHICM Moissac - 82;622;204;;;;urgences;menace;;;2022;;;urgences;Grave crise aux urgences 2022;;;;;;
CHICM Moissac - 82;301;204;;;;urgences de nuit;fermeture;;;-1;;;urgences;;;;;;;
CHICNP Châteaubriant - 44;2057;211;;;;chirurgie;fermeture;;;-1;;;chirurgie;;;;;;;
CHICNP Nozay - 44;1808;711;;;;soins de suite et rééducation;fermeture;2021-05-01;;-1;15;;soins de suite et rééducation;mai 2021;;;;;;
CHICNP Pouancé - 44;2276;712;;;;soins de suite et rééducation;fermeture;2021-06-01;;-1;15;;soins de suite et rééducation;juin 2021;;;;;;
CHIFSA Saint-Avold  - 57;126;84;;;;maternité;fermeture;2011-07-01;;2011;;;maternité;juillet 2011;;;;;;
CHIFSA Saint-Avold  - 57;127;84;;;;pédiatrie;fermeture;;;2011;;;pédiatrie;;;;;;;
CHIFSR Bonnet Fréjus - 83;3001;732;;;;service d'accueil des urgences;interruption;;;2023;;;urgences;Interruption service d’accueil des urgences début 2023;;;;;;
CHIHC Pontarlier - 25;2460;614;;;;urgences psychiatriques;menace;;;2019;;;psychiatrie;;;;;;;
CHIHC Pontarlier - 25;2458;614;;;;chirurgie;réduction;;;2016;;;chirurgie;;;;;;;
CHIHC Pontarlier - 25;3047;614;;;;médecine;réduction (lits fermés);;;2023;;;médecine;Réduction Médecine de 6 lits printemps 2023;;;;;;
CHIHC Pontarlier - 25;2459;614;;;;chirurgie;réduction;;;2018;10;;chirurgie;Réduction Chirurgie de 10 lits été 2018;fermeture de lits;;;;;
CHIHMV Saint-Dié - 88;410;235;;;;hépato-gastro-entérologie;fermeture;;;2019;;;;;;;;;;
CHIM D. Collomp Banon - 04;691;371;;;;soins de suite et de rééducation;réduction;;;2019;;;soins de suite et rééducation;Disparition programmée des lits SSR par fusion avec Forcalquier et Manosque 2019-2021;fermeture de lits;;;EHPAD (2021);;
CHIM D. Collomp Banon - 04;2940;371;;;;soins de suite et de rééducation;fermeture;;;2021;;;soins de suite et rééducation;Fermeture lié à la suppression de l'hôpital transformé en Ehpad;;;;;;
CHIM L. Raffalli Manosque - 04;3102;556;;;;urgences de nuit;interruption;;;2023;;;urgences;16 nuits fermées pour le premier trimestre 2023, 30 nuits en avril 2023;;;;;;
CHIM L. Raffalli Manosque - 04;2642;556;;;;urgences de nuit;interruption;2022-05-01;;2022;;;urgences;Fermetures temporaires et interruptions des urgences de nuit depuis janvier 2022 et à nouveau début mai 2022 : 109 nuits fermées en 2022 !!!;;;;;;
CHIM L. Raffalli Manosque - 04;2641;556;;;;urgences de nuit;interruption;2022-01-01;;2022;;;urgences;Fermetures temporaires et interruptions des urgences de nuit depuis janvier 2022 et à nouveau début mai 2022 : 109 nuits fermées en 2022;;;;;;
